"Job Title","Date","float_Billable_Hours","Capacity"
"Sr. Consultant  -  Business Applications (DDS)",2021-04-06,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-06,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-06,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-06,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-06,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-06,4,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-06,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-06,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-06,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-06,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-06,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-06,4,8
"Technical Writer  -  Business Applications (DDS)",2021-04-06,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-06,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-07,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-07,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-07,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-07,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-07,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-07,45,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-07,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-07,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-07,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-07,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-07,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-07,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-07,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-07,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-07,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-07,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-07,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-07,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-07,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-07,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-07,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-07,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-07,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-07,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-07,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-07,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-07,4,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-07,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-07,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-07,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-07,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-07,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-07,4,8
"Technical Writer  -  Business Applications (DDS)",2021-04-07,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-07,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-08,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-08,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-08,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-08,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-08,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-08,45,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-08,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-08,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-08,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-08,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-08,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-08,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-08,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-08,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-08,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-08,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-08,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-08,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-08,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-08,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-08,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-08,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-08,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-08,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-08,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-08,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-08,4,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-08,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-08,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-08,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-08,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-08,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-08,4,8
"Technical Writer  -  Business Applications (DDS)",2021-04-08,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-08,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-09,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-09,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-09,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-09,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-09,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-09,45,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-09,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-09,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-09,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-09,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-09,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-09,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-09,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-09,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-09,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-09,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-09,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-09,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-09,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-09,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-09,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-09,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-09,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-09,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-09,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-09,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-09,4,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-09,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-09,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-09,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-09,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-09,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-09,4,8
"Technical Writer  -  Business Applications (DDS)",2021-04-09,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-09,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-10,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-10,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-10,0,40
"Business Analyst  -  Business Applications (DDS)",2021-04-10,0,8
"Data Architect  -  Data Architecture (DDS)",2021-04-10,0,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-10,0,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-10,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-10,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-10,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-10,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-10,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-10,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-10,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-10,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-10,0,8
"QA Engineer  -  Business Applications (DDS)",2021-04-10,0,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-10,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-10,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-10,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-10,0,32
"Software Engineer  -  Business Applications (DDS)",2021-04-10,0,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-10,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-10,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-10,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-10,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-10,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-10,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-10,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-10,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-10,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-10,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-10,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-10,0,8
"Technical Writer  -  Business Applications (DDS)",2021-04-10,0,8
"Web Developer  -  Business Applications (DDS)",2021-04-10,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-11,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-11,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-11,0,40
"Business Analyst  -  Business Applications (DDS)",2021-04-11,0,8
"Data Architect  -  Data Architecture (DDS)",2021-04-11,0,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-11,0,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-11,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-11,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-11,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-11,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-11,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-11,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-11,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-11,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-11,0,8
"QA Engineer  -  Business Applications (DDS)",2021-04-11,0,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-11,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-11,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-11,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-11,0,32
"Software Engineer  -  Business Applications (DDS)",2021-04-11,0,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-11,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-11,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-11,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-11,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-11,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-11,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-11,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-11,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-11,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-11,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-11,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-11,0,8
"Technical Writer  -  Business Applications (DDS)",2021-04-11,0,8
"Web Developer  -  Business Applications (DDS)",2021-04-11,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-12,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-12,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-12,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-12,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-12,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-12,45,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-12,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-12,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-12,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-12,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-12,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-12,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-12,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-12,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-12,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-12,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-12,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-12,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-12,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-12,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-12,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-12,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-12,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-12,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-12,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-12,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-12,4,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-12,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-12,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-12,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-12,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-12,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-12,4,8
"Technical Writer  -  Business Applications (DDS)",2021-04-12,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-12,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-13,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-13,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-13,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-13,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-13,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-13,45,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-13,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-13,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-13,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-13,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-13,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-13,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-13,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-13,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-13,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-13,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-13,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-13,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-13,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-13,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-13,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-13,4,8
